total_gold_earned_0, 69811
total_gold_spent_0, 67195
total_baron_kills_0, 1
total_dragon_kills_0, 1
total_inhibitor_kils_0, 1
total_kills_0, 35
total_deaths_0, 52
total_damage_dealt_to_champions_0, 128050
total_damage_dealt_to_objectives_0, 56561
total_damage_taken_0, 169033
average_vision_score_0, 22
total_wards_placed_0, 57
average_creep_score_0, 120
average_champion_experience_0, 15666
dmg_carry_0, 64
obj_carry_0, 64
team_comp_0_champ_1, Malphite
team_comp_0_champ_2, LeeSin
team_comp_0_champ_3, Yasuo
team_comp_0_champ_4, Samira
team_comp_0_champ_5, Sona
total_gold_earned_1, 76803
total_gold_spent_1, 68120
total_baron_kills_1, 1
total_dragon_kills_1, 5
total_inhibitor_kils_1, 1
total_kills_1, 51
total_deaths_1, 35
total_damage_dealt_to_champions_1, 144459
total_damage_dealt_to_objectives_1, 107026
total_damage_taken_1, 170483
average_vision_score_1, 35
total_wards_placed_1, 61
average_creep_score_1, 127
average_champion_experience_1, 17618
dmg_carry_1, 69
obj_carry_1, 69
team_comp_1_champ_1, Nasus
team_comp_1_champ_2, Volibear
team_comp_1_champ_3, Cassiopeia
team_comp_1_champ_4, Vayne
team_comp_1_champ_5, Lulu
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
