total_gold_earned_0, 38719
total_gold_spent_0, 35908
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 19
total_deaths_0, 47
total_damage_dealt_to_champions_0, 54975
total_damage_dealt_to_objectives_0, 5257
total_damage_taken_0, 102500
average_vision_score_0, 19
total_wards_placed_0, 40
average_creep_score_0, 84
average_champion_experience_0, 9761
dmg_carry_0, 86
obj_carry_0, 86
team_comp_0_champ_1, Urgot
team_comp_0_champ_2, Garen
team_comp_0_champ_3, Leblanc
team_comp_0_champ_4, Jinx
team_comp_0_champ_5, Lux
total_gold_earned_1, 57865
total_gold_spent_1, 50108
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 2
total_kills_1, 47
total_deaths_1, 19
total_damage_dealt_to_champions_1, 88296
total_damage_dealt_to_objectives_1, 58376
total_damage_taken_1, 89718
average_vision_score_1, 22
total_wards_placed_1, 50
average_creep_score_1, 109
average_champion_experience_1, 13425
dmg_carry_1, 96
obj_carry_1, 96
team_comp_1_champ_1, Tryndamere
team_comp_1_champ_2, Hecarim
team_comp_1_champ_3, Xerath
team_comp_1_champ_4, KogMaw
team_comp_1_champ_5, Zilean
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
