total_gold_earned_0, 50202
total_gold_spent_0, 46443
total_baron_kills_0, 1
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 39
total_deaths_0, 23
total_damage_dealt_to_champions_0, 81642
total_damage_dealt_to_objectives_0, 73497
total_damage_taken_0, 79347
average_vision_score_0, 17
total_wards_placed_0, 42
average_creep_score_0, 81
average_champion_experience_0, 11793
dmg_carry_0, 360
obj_carry_0, 360
team_comp_0_champ_1, Darius
team_comp_0_champ_2, JarvanIV
team_comp_0_champ_3, Diana
team_comp_0_champ_4, Samira
team_comp_0_champ_5, Lux
total_gold_earned_1, 42276
total_gold_spent_1, 42125
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 23
total_deaths_1, 39
total_damage_dealt_to_champions_1, 59413
total_damage_dealt_to_objectives_1, 26115
total_damage_taken_1, 99261
average_vision_score_1, 17
total_wards_placed_1, 39
average_creep_score_1, 88
average_champion_experience_1, 9594
dmg_carry_1, 51
obj_carry_1, 51
team_comp_1_champ_1, Garen
team_comp_1_champ_2, Hecarim
team_comp_1_champ_3, Neeko
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Pyke
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
