total_gold_earned_0, 52481
total_gold_spent_0, 50293
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 22
total_deaths_0, 43
total_damage_dealt_to_champions_0, 127458
total_damage_dealt_to_objectives_0, 28154
total_damage_taken_0, 141495
average_vision_score_0, 23
total_wards_placed_0, 63
average_creep_score_0, 117
average_champion_experience_0, 13621
dmg_carry_0, 81
obj_carry_0, 81
team_comp_0_champ_1, Shen
team_comp_0_champ_2, Volibear
team_comp_0_champ_3, Swain
team_comp_0_champ_4, Ezreal
team_comp_0_champ_5, Zyra
total_gold_earned_1, 66179
total_gold_spent_1, 62748
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 2
total_kills_1, 43
total_deaths_1, 22
total_damage_dealt_to_champions_1, 120410
total_damage_dealt_to_objectives_1, 86677
total_damage_taken_1, 164331
average_vision_score_1, 32
total_wards_placed_1, 62
average_creep_score_1, 119
average_champion_experience_1, 15436
dmg_carry_1, 56
obj_carry_1, 56
team_comp_1_champ_1, Sion
team_comp_1_champ_2, Nocturne
team_comp_1_champ_3, Irelia
team_comp_1_champ_4, Xayah
team_comp_1_champ_5, Galio
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
