total_gold_earned_0, 66208
total_gold_spent_0, 62975
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 30
total_deaths_0, 41
total_damage_dealt_to_champions_0, 93289
total_damage_dealt_to_objectives_0, 46932
total_damage_taken_0, 169824
average_vision_score_0, 27
total_wards_placed_0, 67
average_creep_score_0, 147
average_champion_experience_0, 15130
dmg_carry_0, 48
obj_carry_0, 48
team_comp_0_champ_1, Riven
team_comp_0_champ_2, Trundle
team_comp_0_champ_3, Cassiopeia
team_comp_0_champ_4, Lucian
team_comp_0_champ_5, Taric
total_gold_earned_1, 72131
total_gold_spent_1, 63000
total_baron_kills_1, 2
total_dragon_kills_1, 5
total_inhibitor_kils_1, 3
total_kills_1, 41
total_deaths_1, 30
total_damage_dealt_to_champions_1, 142971
total_damage_dealt_to_objectives_1, 110230
total_damage_taken_1, 127835
average_vision_score_1, 35
total_wards_placed_1, 65
average_creep_score_1, 135
average_champion_experience_1, 17346
dmg_carry_1, 2
obj_carry_1, 2
team_comp_1_champ_1, Olaf
team_comp_1_champ_2, Vi
team_comp_1_champ_3, Ahri
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Leona
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
