total_gold_earned_0, 60835
total_gold_spent_0, 58655
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 32
total_deaths_0, 37
total_damage_dealt_to_champions_0, 85658
total_damage_dealt_to_objectives_0, 41431
total_damage_taken_0, 139365
average_vision_score_0, 31
total_wards_placed_0, 62
average_creep_score_0, 133
average_champion_experience_0, 14554
dmg_carry_0, 119
obj_carry_0, 119
team_comp_0_champ_1, Riven
team_comp_0_champ_2, Amumu
team_comp_0_champ_3, Ahri
team_comp_0_champ_4, Draven
team_comp_0_champ_5, Blitzcrank
total_gold_earned_1, 69867
total_gold_spent_1, 62750
total_baron_kills_1, 2
total_dragon_kills_1, 3
total_inhibitor_kils_1, 2
total_kills_1, 37
total_deaths_1, 32
total_damage_dealt_to_champions_1, 113021
total_damage_dealt_to_objectives_1, 76639
total_damage_taken_1, 122522
average_vision_score_1, 33
total_wards_placed_1, 77
average_creep_score_1, 136
average_champion_experience_1, 17166
dmg_carry_1, 90
obj_carry_1, 90
team_comp_1_champ_1, Aatrox
team_comp_1_champ_2, Viego
team_comp_1_champ_3, Malzahar
team_comp_1_champ_4, Sivir
team_comp_1_champ_5, Yuumi
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
