total_gold_earned_0, 42244
total_gold_spent_0, 38650
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 24
total_deaths_0, 39
total_damage_dealt_to_champions_0, 60897
total_damage_dealt_to_objectives_0, 14426
total_damage_taken_0, 109288
average_vision_score_0, 16
total_wards_placed_0, 35
average_creep_score_0, 92
average_champion_experience_0, 9634
dmg_carry_0, 69
obj_carry_0, 69
team_comp_0_champ_1, Riven
team_comp_0_champ_2, Kayn
team_comp_0_champ_3, Cassiopeia
team_comp_0_champ_4, MissFortune
team_comp_0_champ_5, Thresh
total_gold_earned_1, 51094
total_gold_spent_1, 46158
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 1
total_kills_1, 39
total_deaths_1, 24
total_damage_dealt_to_champions_1, 91184
total_damage_dealt_to_objectives_1, 66349
total_damage_taken_1, 85492
average_vision_score_1, 22
total_wards_placed_1, 54
average_creep_score_1, 96
average_champion_experience_1, 11054
dmg_carry_1, 202
obj_carry_1, 202
team_comp_1_champ_1, Zeri
team_comp_1_champ_2, LeeSin
team_comp_1_champ_3, Ekko
team_comp_1_champ_4, Jhin
team_comp_1_champ_5, Nautilus
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
