total_gold_earned_0, 41601
total_gold_spent_0, 39125
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 18
total_deaths_0, 34
total_damage_dealt_to_champions_0, 61962
total_damage_dealt_to_objectives_0, 18843
total_damage_taken_0, 106137
average_vision_score_0, 19
total_wards_placed_0, 51
average_creep_score_0, 101
average_champion_experience_0, 10026
dmg_carry_0, 8
obj_carry_0, 8
team_comp_0_champ_1, Tryndamere
team_comp_0_champ_2, XinZhao
team_comp_0_champ_3, Vladimir
team_comp_0_champ_4, Sivir
team_comp_0_champ_5, Amumu
total_gold_earned_1, 55040
total_gold_spent_1, 49025
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 1
total_kills_1, 34
total_deaths_1, 18
total_damage_dealt_to_champions_1, 88146
total_damage_dealt_to_objectives_1, 71677
total_damage_taken_1, 88558
average_vision_score_1, 23
total_wards_placed_1, 50
average_creep_score_1, 110
average_champion_experience_1, 12185
dmg_carry_1, 161
obj_carry_1, 161
team_comp_1_champ_1, Volibear
team_comp_1_champ_2, JarvanIV
team_comp_1_champ_3, Vex
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Velkoz
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
