total_gold_earned_0, 57210
total_gold_spent_0, 54985
total_baron_kills_0, 0
total_dragon_kills_0, 3
total_inhibitor_kils_0, 0
total_kills_0, 22
total_deaths_0, 38
total_damage_dealt_to_champions_0, 112326
total_damage_dealt_to_objectives_0, 57139
total_damage_taken_0, 156358
average_vision_score_0, 34
total_wards_placed_0, 92
average_creep_score_0, 112
average_champion_experience_0, 12742
dmg_carry_0, 17
obj_carry_0, 17
team_comp_0_champ_1, Teemo
team_comp_0_champ_2, Amumu
team_comp_0_champ_3, Garen
team_comp_0_champ_4, Jinx
team_comp_0_champ_5, Pyke
total_gold_earned_1, 69516
total_gold_spent_1, 59585
total_baron_kills_1, 1
total_dragon_kills_1, 1
total_inhibitor_kils_1, 2
total_kills_1, 38
total_deaths_1, 22
total_damage_dealt_to_champions_1, 134528
total_damage_dealt_to_objectives_1, 44338
total_damage_taken_1, 142614
average_vision_score_1, 32
total_wards_placed_1, 62
average_creep_score_1, 128
average_champion_experience_1, 15852
dmg_carry_1, 30
obj_carry_1, 30
team_comp_1_champ_1, Karthus
team_comp_1_champ_2, Kayn
team_comp_1_champ_3, Annie
team_comp_1_champ_4, Jhin
team_comp_1_champ_5, Soraka
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
