total_gold_earned_0, 40394
total_gold_spent_0, 38333
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 15
total_deaths_0, 32
total_damage_dealt_to_champions_0, 66121
total_damage_dealt_to_objectives_0, 12403
total_damage_taken_0, 97386
average_vision_score_0, 18
total_wards_placed_0, 53
average_creep_score_0, 106
average_champion_experience_0, 10055
dmg_carry_0, 81
obj_carry_0, 81
team_comp_0_champ_1, Riven
team_comp_0_champ_2, MasterYi
team_comp_0_champ_3, Azir
team_comp_0_champ_4, Ezreal
team_comp_0_champ_5, Zilean
total_gold_earned_1, 55112
total_gold_spent_1, 51063
total_baron_kills_1, 1
total_dragon_kills_1, 4
total_inhibitor_kils_1, 3
total_kills_1, 32
total_deaths_1, 15
total_damage_dealt_to_champions_1, 80736
total_damage_dealt_to_objectives_1, 93117
total_damage_taken_1, 96068
average_vision_score_1, 28
total_wards_placed_1, 53
average_creep_score_1, 104
average_champion_experience_1, 12056
dmg_carry_1, 360
obj_carry_1, 360
team_comp_1_champ_1, Yorick
team_comp_1_champ_2, Rengar
team_comp_1_champ_3, Veigar
team_comp_1_champ_4, Samira
team_comp_1_champ_5, Soraka
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
