total_gold_earned_0, 69651
total_gold_spent_0, 59300
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 1
total_kills_0, 35
total_deaths_0, 26
total_damage_dealt_to_champions_0, 116598
total_damage_dealt_to_objectives_0, 87351
total_damage_taken_0, 151436
average_vision_score_0, 37
total_wards_placed_0, 65
average_creep_score_0, 161
average_champion_experience_0, 18014
dmg_carry_0, 238
obj_carry_0, 238
team_comp_0_champ_1, Kayle
team_comp_0_champ_2, Warwick
team_comp_0_champ_3, Zed
team_comp_0_champ_4, Xayah
team_comp_0_champ_5, Soraka
total_gold_earned_1, 64963
total_gold_spent_1, 61658
total_baron_kills_1, 1
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 26
total_deaths_1, 35
total_damage_dealt_to_champions_1, 116635
total_damage_dealt_to_objectives_1, 69171
total_damage_taken_1, 159104
average_vision_score_1, 27
total_wards_placed_1, 53
average_creep_score_1, 148
average_champion_experience_1, 15657
dmg_carry_1, 101
obj_carry_1, 101
team_comp_1_champ_1, Riven
team_comp_1_champ_2, Udyr
team_comp_1_champ_3, Irelia
team_comp_1_champ_4, Lucian
team_comp_1_champ_5, Xerath
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 0
