total_gold_earned_0, 52569
total_gold_spent_0, 50965
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 21
total_deaths_0, 27
total_damage_dealt_to_champions_0, 73162
total_damage_dealt_to_objectives_0, 29101
total_damage_taken_0, 114597
average_vision_score_0, 28
total_wards_placed_0, 58
average_creep_score_0, 120
average_champion_experience_0, 12688
dmg_carry_0, 75
obj_carry_0, 75
team_comp_0_champ_1, Nasus
team_comp_0_champ_2, Evelynn
team_comp_0_champ_3, Fizz
team_comp_0_champ_4, KogMaw
team_comp_0_champ_5, Lulu
total_gold_earned_1, 57967
total_gold_spent_1, 53710
total_baron_kills_1, 1
total_dragon_kills_1, 4
total_inhibitor_kils_1, 1
total_kills_1, 27
total_deaths_1, 21
total_damage_dealt_to_champions_1, 87421
total_damage_dealt_to_objectives_1, 80053
total_damage_taken_1, 103336
average_vision_score_1, 33
total_wards_placed_1, 67
average_creep_score_1, 119
average_champion_experience_1, 13936
dmg_carry_1, 80
obj_carry_1, 80
team_comp_1_champ_1, Pantheon
team_comp_1_champ_2, Kayn
team_comp_1_champ_3, Ahri
team_comp_1_champ_4, Jinx
team_comp_1_champ_5, Senna
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
