total_gold_earned_0, 61581
total_gold_spent_0, 55360
total_baron_kills_0, 2
total_dragon_kills_0, 3
total_inhibitor_kils_0, 2
total_kills_0, 34
total_deaths_0, 24
total_damage_dealt_to_champions_0, 87313
total_damage_dealt_to_objectives_0, 90660
total_damage_taken_0, 113951
average_vision_score_0, 26
total_wards_placed_0, 43
average_creep_score_0, 106
average_champion_experience_0, 14941
dmg_carry_0, 90
obj_carry_0, 90
team_comp_0_champ_1, Malzahar
team_comp_0_champ_2, Kindred
team_comp_0_champ_3, Vladimir
team_comp_0_champ_4, Vayne
team_comp_0_champ_5, Soraka
total_gold_earned_1, 50809
total_gold_spent_1, 48975
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 24
total_deaths_1, 34
total_damage_dealt_to_champions_1, 82465
total_damage_dealt_to_objectives_1, 14720
total_damage_taken_1, 109772
average_vision_score_1, 21
total_wards_placed_1, 55
average_creep_score_1, 111
average_champion_experience_1, 13247
dmg_carry_1, 75
obj_carry_1, 75
team_comp_1_champ_1, Nasus
team_comp_1_champ_2, Shaco
team_comp_1_champ_3, LeeSin
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Lux
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
