total_gold_earned_0, 44532
total_gold_spent_0, 42300
total_baron_kills_0, 0
total_dragon_kills_0, 3
total_inhibitor_kils_0, 0
total_kills_0, 24
total_deaths_0, 13
total_damage_dealt_to_champions_0, 57476
total_damage_dealt_to_objectives_0, 47974
total_damage_taken_0, 53274
average_vision_score_0, 17
total_wards_placed_0, 37
average_creep_score_0, 89
average_champion_experience_0, 9546
dmg_carry_0, 126
obj_carry_0, 126
team_comp_0_champ_1, Jayce
team_comp_0_champ_2, Hecarim
team_comp_0_champ_3, Ahri
team_comp_0_champ_4, Aphelios
team_comp_0_champ_5, Lux
total_gold_earned_1, 35274
total_gold_spent_1, 34770
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 13
total_deaths_1, 24
total_damage_dealt_to_champions_1, 35372
total_damage_dealt_to_objectives_1, 16820
total_damage_taken_1, 73527
average_vision_score_1, 14
total_wards_placed_1, 39
average_creep_score_1, 75
average_champion_experience_1, 8205
dmg_carry_1, 223
obj_carry_1, 223
team_comp_1_champ_1, TahmKench
team_comp_1_champ_2, XinZhao
team_comp_1_champ_3, Ryze
team_comp_1_champ_4, Varus
team_comp_1_champ_5, Zyra
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
