total_gold_earned_0, 51581
total_gold_spent_0, 46608
total_baron_kills_0, 0
total_dragon_kills_0, 3
total_inhibitor_kils_0, 3
total_kills_0, 23
total_deaths_0, 11
total_damage_dealt_to_champions_0, 95256
total_damage_dealt_to_objectives_0, 86293
total_damage_taken_0, 86373
average_vision_score_0, 22
total_wards_placed_0, 57
average_creep_score_0, 100
average_champion_experience_0, 12299
dmg_carry_0, 115
obj_carry_0, 115
team_comp_0_champ_1, Poppy
team_comp_0_champ_2, Jax
team_comp_0_champ_3, Ekko
team_comp_0_champ_4, Ziggs
team_comp_0_champ_5, Nami
total_gold_earned_1, 41816
total_gold_spent_1, 39455
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 11
total_deaths_1, 23
total_damage_dealt_to_champions_1, 56102
total_damage_dealt_to_objectives_1, 24695
total_damage_taken_1, 114791
average_vision_score_1, 23
total_wards_placed_1, 48
average_creep_score_1, 95
average_champion_experience_1, 10777
dmg_carry_1, 103
obj_carry_1, 103
team_comp_1_champ_1, Ornn
team_comp_1_champ_2, Volibear
team_comp_1_champ_3, Ahri
team_comp_1_champ_4, Aphelios
team_comp_1_champ_5, Senna
gameLengthMin, 30
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
