total_gold_earned_0, 23750
total_gold_spent_0, 20000
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 6
total_deaths_0, 17
total_damage_dealt_to_champions_0, 18356
total_damage_dealt_to_objectives_0, 6036
total_damage_taken_0, 41543
average_vision_score_0, 5
total_wards_placed_0, 21
average_creep_score_0, 58
average_champion_experience_0, 5954
dmg_carry_0, 110
obj_carry_0, 110
team_comp_0_champ_1, Quinn
team_comp_0_champ_2, Warwick
team_comp_0_champ_3, Malzahar
team_comp_0_champ_4, Varus
team_comp_0_champ_5, Soraka
total_gold_earned_1, 31091
total_gold_spent_1, 27785
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 17
total_deaths_1, 7
total_damage_dealt_to_champions_1, 30214
total_damage_dealt_to_objectives_1, 24624
total_damage_taken_1, 37964
average_vision_score_1, 10
total_wards_placed_1, 27
average_creep_score_1, 64
average_champion_experience_1, 6684
dmg_carry_1, 777
obj_carry_1, 777
team_comp_1_champ_1, Jax
team_comp_1_champ_2, Trundle
team_comp_1_champ_3, Yone
team_comp_1_champ_4, Lucian
team_comp_1_champ_5, Morgana
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
