total_gold_earned_0, 75065
total_gold_spent_0, 69265
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 3
total_kills_0, 39
total_deaths_0, 41
total_damage_dealt_to_champions_0, 144212
total_damage_dealt_to_objectives_0, 97513
total_damage_taken_0, 143959
average_vision_score_0, 41
total_wards_placed_0, 87
average_creep_score_0, 148
average_champion_experience_0, 18175
dmg_carry_0, 45
obj_carry_0, 45
team_comp_0_champ_1, Veigar
team_comp_0_champ_2, Ekko
team_comp_0_champ_3, Yasuo
team_comp_0_champ_4, Kaisa
team_comp_0_champ_5, Nautilus
total_gold_earned_1, 67922
total_gold_spent_1, 65125
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 0
total_kills_1, 41
total_deaths_1, 39
total_damage_dealt_to_champions_1, 107625
total_damage_dealt_to_objectives_1, 41840
total_damage_taken_1, 168689
average_vision_score_1, 33
total_wards_placed_1, 71
average_creep_score_1, 133
average_champion_experience_1, 16755
dmg_carry_1, 50
obj_carry_1, 50
team_comp_1_champ_1, Aatrox
team_comp_1_champ_2, RekSai
team_comp_1_champ_3, Swain
team_comp_1_champ_4, Vayne
team_comp_1_champ_5, Janna
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
