total_gold_earned_0, 4997
total_gold_spent_0, 2550
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 2
total_deaths_0, 2
total_damage_dealt_to_champions_0, 1975
total_damage_dealt_to_objectives_0, 0
total_damage_taken_0, 3177
average_vision_score_0, 0
total_wards_placed_0, 3
average_creep_score_0, 4
average_champion_experience_0, 405
dmg_carry_0, 64
obj_carry_0, 64
team_comp_0_champ_1, Teemo
team_comp_0_champ_2, LeeSin
team_comp_0_champ_3, Veigar
team_comp_0_champ_4, Caitlyn
team_comp_0_champ_5, Lux
total_gold_earned_1, 5458
total_gold_spent_1, 3025
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 2
total_deaths_1, 2
total_damage_dealt_to_champions_1, 2117
total_damage_dealt_to_objectives_1, 597
total_damage_taken_1, 4144
average_vision_score_1, 0
total_wards_placed_1, 3
average_creep_score_1, 7
average_champion_experience_1, 690
dmg_carry_1, 15
obj_carry_1, 15
team_comp_1_champ_1, Yasuo
team_comp_1_champ_2, XinZhao
team_comp_1_champ_3, Annie
team_comp_1_champ_4, Sivir
team_comp_1_champ_5, Xerath
gameLengthMin, 3
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
