total_gold_earned_0, 51192
total_gold_spent_0, 41550
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 3
total_kills_0, 31
total_deaths_0, 9
total_damage_dealt_to_champions_0, 58023
total_damage_dealt_to_objectives_0, 81408
total_damage_taken_0, 61438
average_vision_score_0, 19
total_wards_placed_0, 40
average_creep_score_0, 99
average_champion_experience_0, 12155
dmg_carry_0, 106
obj_carry_0, 106
team_comp_0_champ_1, Volibear
team_comp_0_champ_2, Diana
team_comp_0_champ_3, Zed
team_comp_0_champ_4, Jinx
team_comp_0_champ_5, Sona
total_gold_earned_1, 34127
total_gold_spent_1, 31435
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 9
total_deaths_1, 31
total_damage_dealt_to_champions_1, 33276
total_damage_dealt_to_objectives_1, 10308
total_damage_taken_1, 78716
average_vision_score_1, 12
total_wards_placed_1, 28
average_creep_score_1, 96
average_champion_experience_1, 8392
dmg_carry_1, 31
obj_carry_1, 31
team_comp_1_champ_1, Chogath
team_comp_1_champ_2, Kayn
team_comp_1_champ_3, Irelia
team_comp_1_champ_4, Samira
team_comp_1_champ_5, Anivia
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
