total_gold_earned_0, 54254
total_gold_spent_0, 51150
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 24
total_deaths_0, 36
total_damage_dealt_to_champions_0, 72979
total_damage_dealt_to_objectives_0, 16811
total_damage_taken_0, 137552
average_vision_score_0, 22
total_wards_placed_0, 55
average_creep_score_0, 126
average_champion_experience_0, 13690
dmg_carry_0, 202
obj_carry_0, 202
team_comp_0_champ_1, DrMundo
team_comp_0_champ_2, Khazix
team_comp_0_champ_3, Gangplank
team_comp_0_champ_4, Jhin
team_comp_0_champ_5, Gragas
total_gold_earned_1, 66629
total_gold_spent_1, 69960
total_baron_kills_1, 1
total_dragon_kills_1, 4
total_inhibitor_kils_1, 3
total_kills_1, 36
total_deaths_1, 24
total_damage_dealt_to_champions_1, 111167
total_damage_dealt_to_objectives_1, 94418
total_damage_taken_1, 106093
average_vision_score_1, 36
total_wards_placed_1, 76
average_creep_score_1, 139
average_champion_experience_1, 15890
dmg_carry_1, 81
obj_carry_1, 81
team_comp_1_champ_1, Gwen
team_comp_1_champ_2, Evelynn
team_comp_1_champ_3, Lucian
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Brand
gameLengthMin, 32
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
