total_gold_earned_0, 60301
total_gold_spent_0, 53300
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 1
total_kills_0, 43
total_deaths_0, 29
total_damage_dealt_to_champions_0, 78078
total_damage_dealt_to_objectives_0, 62041
total_damage_taken_0, 93541
average_vision_score_0, 28
total_wards_placed_0, 49
average_creep_score_0, 101
average_champion_experience_0, 13449
dmg_carry_0, 21
obj_carry_0, 21
team_comp_0_champ_1, Aatrox
team_comp_0_champ_2, Vi
team_comp_0_champ_3, Ahri
team_comp_0_champ_4, MissFortune
team_comp_0_champ_5, Morgana
total_gold_earned_1, 49641
total_gold_spent_1, 50050
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 29
total_deaths_1, 43
total_damage_dealt_to_champions_1, 74189
total_damage_dealt_to_objectives_1, 20192
total_damage_taken_1, 96219
average_vision_score_1, 22
total_wards_placed_1, 87
average_creep_score_1, 108
average_champion_experience_1, 11155
dmg_carry_1, 63
obj_carry_1, 63
team_comp_1_champ_1, Riven
team_comp_1_champ_2, JarvanIV
team_comp_1_champ_3, Jayce
team_comp_1_champ_4, Kaisa
team_comp_1_champ_5, Brand
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
