total_gold_earned_0, 59147
total_gold_spent_0, 56525
total_baron_kills_0, 0
total_dragon_kills_0, 3
total_inhibitor_kils_0, 0
total_kills_0, 23
total_deaths_0, 37
total_damage_dealt_to_champions_0, 88586
total_damage_dealt_to_objectives_0, 44164
total_damage_taken_0, 114452
average_vision_score_0, 37
total_wards_placed_0, 68
average_creep_score_0, 147
average_champion_experience_0, 14370
dmg_carry_0, 238
obj_carry_0, 238
team_comp_0_champ_1, Rengar
team_comp_0_champ_2, Khazix
team_comp_0_champ_3, Zed
team_comp_0_champ_4, Ezreal
team_comp_0_champ_5, Lux
total_gold_earned_1, 71016
total_gold_spent_1, 66465
total_baron_kills_1, 1
total_dragon_kills_1, 2
total_inhibitor_kils_1, 2
total_kills_1, 37
total_deaths_1, 23
total_damage_dealt_to_champions_1, 78825
total_damage_dealt_to_objectives_1, 64538
total_damage_taken_1, 117502
average_vision_score_1, 32
total_wards_placed_1, 80
average_creep_score_1, 152
average_champion_experience_1, 16890
dmg_carry_1, 41
obj_carry_1, 41
team_comp_1_champ_1, Gangplank
team_comp_1_champ_2, Graves
team_comp_1_champ_3, Anivia
team_comp_1_champ_4, Lucian
team_comp_1_champ_5, Leona
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
