total_gold_earned_0, 48088
total_gold_spent_0, 42850
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 2
total_kills_0, 34
total_deaths_0, 13
total_damage_dealt_to_champions_0, 61743
total_damage_dealt_to_objectives_0, 51653
total_damage_taken_0, 49002
average_vision_score_0, 14
total_wards_placed_0, 34
average_creep_score_0, 98
average_champion_experience_0, 9086
dmg_carry_0, 18
obj_carry_0, 18
team_comp_0_champ_1, Teemo
team_comp_0_champ_2, Kindred
team_comp_0_champ_3, Tristana
team_comp_0_champ_4, Kaisa
team_comp_0_champ_5, Thresh
total_gold_earned_1, 34068
total_gold_spent_1, 30955
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 13
total_deaths_1, 34
total_damage_dealt_to_champions_1, 30838
total_damage_dealt_to_objectives_1, 6488
total_damage_taken_1, 76405
average_vision_score_1, 15
total_wards_placed_1, 35
average_creep_score_1, 66
average_champion_experience_1, 7478
dmg_carry_1, 246
obj_carry_1, 246
team_comp_1_champ_1, Garen
team_comp_1_champ_2, Nidalee
team_comp_1_champ_3, Qiyana
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Sona
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
