total_gold_earned_0, 64982
total_gold_spent_0, 58350
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 4
total_kills_0, 28
total_deaths_0, 48
total_damage_dealt_to_champions_0, 104894
total_damage_dealt_to_objectives_0, 64809
total_damage_taken_0, 188192
average_vision_score_0, 18
total_wards_placed_0, 44
average_creep_score_0, 111
average_champion_experience_0, 14984
dmg_carry_0, 266
obj_carry_0, 266
team_comp_0_champ_1, Aatrox
team_comp_0_champ_2, Trundle
team_comp_0_champ_3, Vladimir
team_comp_0_champ_4, MissFortune
team_comp_0_champ_5, Pyke
total_gold_earned_1, 69063
total_gold_spent_1, 64010
total_baron_kills_1, 1
total_dragon_kills_1, 4
total_inhibitor_kils_1, 0
total_kills_1, 47
total_deaths_1, 28
total_damage_dealt_to_champions_1, 153502
total_damage_dealt_to_objectives_1, 97182
total_damage_taken_1, 149657
average_vision_score_1, 30
total_wards_placed_1, 53
average_creep_score_1, 122
average_champion_experience_1, 17331
dmg_carry_1, 17
obj_carry_1, 17
team_comp_1_champ_1, Malphite
team_comp_1_champ_2, Mordekaiser
team_comp_1_champ_3, Teemo
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Velkoz
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 0
