total_gold_earned_0, 57071
total_gold_spent_0, 54375
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 24
total_deaths_0, 38
total_damage_dealt_to_champions_0, 90577
total_damage_dealt_to_objectives_0, 31814
total_damage_taken_0, 138754
average_vision_score_0, 21
total_wards_placed_0, 55
average_creep_score_0, 124
average_champion_experience_0, 13479
dmg_carry_0, 112
obj_carry_0, 112
team_comp_0_champ_1, Volibear
team_comp_0_champ_2, Rammus
team_comp_0_champ_3, Viktor
team_comp_0_champ_4, Draven
team_comp_0_champ_5, Nami
total_gold_earned_1, 64700
total_gold_spent_1, 60610
total_baron_kills_1, 1
total_dragon_kills_1, 4
total_inhibitor_kils_1, 2
total_kills_1, 38
total_deaths_1, 24
total_damage_dealt_to_champions_1, 117262
total_damage_dealt_to_objectives_1, 80732
total_damage_taken_1, 121918
average_vision_score_1, 24
total_wards_placed_1, 56
average_creep_score_1, 113
average_champion_experience_1, 14669
dmg_carry_1, 82
obj_carry_1, 82
team_comp_1_champ_1, Mordekaiser
team_comp_1_champ_2, MasterYi
team_comp_1_champ_3, Fizz
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Anivia
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
