total_gold_earned_0, 58970
total_gold_spent_0, 53350
total_baron_kills_0, 2
total_dragon_kills_0, 2
total_inhibitor_kils_0, 4
total_kills_0, 36
total_deaths_0, 19
total_damage_dealt_to_champions_0, 87458
total_damage_dealt_to_objectives_0, 75391
total_damage_taken_0, 94546
average_vision_score_0, 28
total_wards_placed_0, 56
average_creep_score_0, 105
average_champion_experience_0, 14491
dmg_carry_0, 56
obj_carry_0, 56
team_comp_0_champ_1, TahmKench
team_comp_0_champ_2, Volibear
team_comp_0_champ_3, Nocturne
team_comp_0_champ_4, Jhin
team_comp_0_champ_5, Lux
total_gold_earned_1, 51277
total_gold_spent_1, 49194
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 19
total_deaths_1, 36
total_damage_dealt_to_champions_1, 69765
total_damage_dealt_to_objectives_1, 33306
total_damage_taken_1, 114913
average_vision_score_1, 17
total_wards_placed_1, 43
average_creep_score_1, 118
average_champion_experience_1, 12766
dmg_carry_1, 875
obj_carry_1, 875
team_comp_1_champ_1, Sett
team_comp_1_champ_2, Warwick
team_comp_1_champ_3, Diana
team_comp_1_champ_4, Ashe
team_comp_1_champ_5, Renata
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
