total_gold_earned_0, 61695
total_gold_spent_0, 55750
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 1
total_kills_0, 35
total_deaths_0, 30
total_damage_dealt_to_champions_0, 82133
total_damage_dealt_to_objectives_0, 72204
total_damage_taken_0, 114290
average_vision_score_0, 24
total_wards_placed_0, 60
average_creep_score_0, 122
average_champion_experience_0, 15189
dmg_carry_0, 157
obj_carry_0, 157
team_comp_0_champ_1, Aatrox
team_comp_0_champ_2, Viego
team_comp_0_champ_3, Yasuo
team_comp_0_champ_4, Ashe
team_comp_0_champ_5, Blitzcrank
total_gold_earned_1, 54881
total_gold_spent_1, 52505
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 30
total_deaths_1, 36
total_damage_dealt_to_champions_1, 76454
total_damage_dealt_to_objectives_1, 38428
total_damage_taken_1, 105341
average_vision_score_1, 21
total_wards_placed_1, 43
average_creep_score_1, 120
average_champion_experience_1, 13375
dmg_carry_1, 30
obj_carry_1, 30
team_comp_1_champ_1, Kayle
team_comp_1_champ_2, Karthus
team_comp_1_champ_3, Qiyana
team_comp_1_champ_4, Jinx
team_comp_1_champ_5, Renata
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
