total_gold_earned_0, 55666
total_gold_spent_0, 47630
total_baron_kills_0, 0
total_dragon_kills_0, 3
total_inhibitor_kils_0, 2
total_kills_0, 34
total_deaths_0, 25
total_damage_dealt_to_champions_0, 83336
total_damage_dealt_to_objectives_0, 45290
total_damage_taken_0, 101184
average_vision_score_0, 21
total_wards_placed_0, 40
average_creep_score_0, 107
average_champion_experience_0, 12635
dmg_carry_0, 777
obj_carry_0, 777
team_comp_0_champ_1, Kayle
team_comp_0_champ_2, Hecarim
team_comp_0_champ_3, Yone
team_comp_0_champ_4, Ashe
team_comp_0_champ_5, Zilean
total_gold_earned_1, 43589
total_gold_spent_1, 41175
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 25
total_deaths_1, 34
total_damage_dealt_to_champions_1, 75886
total_damage_dealt_to_objectives_1, 22903
total_damage_taken_1, 100185
average_vision_score_1, 20
total_wards_placed_1, 48
average_creep_score_1, 84
average_champion_experience_1, 9932
dmg_carry_1, 96
obj_carry_1, 96
team_comp_1_champ_1, TahmKench
team_comp_1_champ_2, LeeSin
team_comp_1_champ_3, Leblanc
team_comp_1_champ_4, KogMaw
team_comp_1_champ_5, Yuumi
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
