total_gold_earned_0, 59757
total_gold_spent_0, 57505
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 0
total_kills_0, 35
total_deaths_0, 36
total_damage_dealt_to_champions_0, 104958
total_damage_dealt_to_objectives_0, 73740
total_damage_taken_0, 154609
average_vision_score_0, 29
total_wards_placed_0, 63
average_creep_score_0, 119
average_champion_experience_0, 13443
dmg_carry_0, 39
obj_carry_0, 39
team_comp_0_champ_1, Lulu
team_comp_0_champ_2, Poppy
team_comp_0_champ_3, Irelia
team_comp_0_champ_4, Jhin
team_comp_0_champ_5, Pyke
total_gold_earned_1, 62299
total_gold_spent_1, 53675
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 2
total_kills_1, 36
total_deaths_1, 35
total_damage_dealt_to_champions_1, 122494
total_damage_dealt_to_objectives_1, 55000
total_damage_taken_1, 129940
average_vision_score_1, 22
total_wards_placed_1, 48
average_creep_score_1, 108
average_champion_experience_1, 13643
dmg_carry_1, 246
obj_carry_1, 246
team_comp_1_champ_1, Lillia
team_comp_1_champ_2, MonkeyKing
team_comp_1_champ_3, Qiyana
team_comp_1_champ_4, Sivir
team_comp_1_champ_5, Chogath
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 1
