total_gold_earned_0, 40947
total_gold_spent_0, 35558
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 28
total_deaths_0, 10
total_damage_dealt_to_champions_0, 57333
total_damage_dealt_to_objectives_0, 38242
total_damage_taken_0, 66212
average_vision_score_0, 12
total_wards_placed_0, 37
average_creep_score_0, 92
average_champion_experience_0, 9206
dmg_carry_0, 55
obj_carry_0, 55
team_comp_0_champ_1, Darius
team_comp_0_champ_2, Trundle
team_comp_0_champ_3, Katarina
team_comp_0_champ_4, MissFortune
team_comp_0_champ_5, Heimerdinger
total_gold_earned_1, 33059
total_gold_spent_1, 31225
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 10
total_deaths_1, 28
total_damage_dealt_to_champions_1, 39037
total_damage_dealt_to_objectives_1, 28869
total_damage_taken_1, 70850
average_vision_score_1, 15
total_wards_placed_1, 31
average_creep_score_1, 71
average_champion_experience_1, 7655
dmg_carry_1, 161
obj_carry_1, 161
team_comp_1_champ_1, Chogath
team_comp_1_champ_2, Vi
team_comp_1_champ_3, Zed
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Velkoz
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
