total_gold_earned_0, 61919
total_gold_spent_0, 59660
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 29
total_deaths_0, 39
total_damage_dealt_to_champions_0, 109721
total_damage_dealt_to_objectives_0, 32314
total_damage_taken_0, 134556
average_vision_score_0, 38
total_wards_placed_0, 73
average_creep_score_0, 126
average_champion_experience_0, 13266
dmg_carry_0, 222
obj_carry_0, 222
team_comp_0_champ_1, Mordekaiser
team_comp_0_champ_2, Karthus
team_comp_0_champ_3, Veigar
team_comp_0_champ_4, Jinx
team_comp_0_champ_5, Pyke
total_gold_earned_1, 64379
total_gold_spent_1, 59985
total_baron_kills_1, 1
total_dragon_kills_1, 2
total_inhibitor_kils_1, 1
total_kills_1, 39
total_deaths_1, 29
total_damage_dealt_to_champions_1, 107451
total_damage_dealt_to_objectives_1, 56648
total_damage_taken_1, 137084
average_vision_score_1, 26
total_wards_placed_1, 57
average_creep_score_1, 125
average_champion_experience_1, 15797
dmg_carry_1, 104
obj_carry_1, 104
team_comp_1_champ_1, DrMundo
team_comp_1_champ_2, Graves
team_comp_1_champ_3, Brand
team_comp_1_champ_4, Ashe
team_comp_1_champ_5, Lulu
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
