total_gold_earned_0, 22466
total_gold_spent_0, 18200
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 7
total_deaths_0, 6
total_damage_dealt_to_champions_0, 14347
total_damage_dealt_to_objectives_0, 20492
total_damage_taken_0, 28087
average_vision_score_0, 10
total_wards_placed_0, 24
average_creep_score_0, 57
average_champion_experience_0, 5314
dmg_carry_0, 17
obj_carry_0, 17
team_comp_0_champ_1, Warwick
team_comp_0_champ_2, Teemo
team_comp_0_champ_3, Lulu
team_comp_0_champ_4, Vayne
team_comp_0_champ_5, Lux
total_gold_earned_1, 21074
total_gold_spent_1, 17350
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 6
total_deaths_1, 7
total_damage_dealt_to_champions_1, 14802
total_damage_dealt_to_objectives_1, 6427
total_damage_taken_1, 23611
average_vision_score_1, 6
total_wards_placed_1, 18
average_creep_score_1, 56
average_champion_experience_1, 5000
dmg_carry_1, 7
obj_carry_1, 7
team_comp_1_champ_1, DrMundo
team_comp_1_champ_2, Shen
team_comp_1_champ_3, Leblanc
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Zyra
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
