total_gold_earned_0, 39070
total_gold_spent_0, 30683
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 24
total_deaths_0, 7
total_damage_dealt_to_champions_0, 39985
total_damage_dealt_to_objectives_0, 42421
total_damage_taken_0, 40903
average_vision_score_0, 10
total_wards_placed_0, 28
average_creep_score_0, 84
average_champion_experience_0, 7586
dmg_carry_0, 122
obj_carry_0, 122
team_comp_0_champ_1, Darius
team_comp_0_champ_2, Diana
team_comp_0_champ_3, Akshan
team_comp_0_champ_4, Kaisa
team_comp_0_champ_5, Senna
total_gold_earned_1, 26353
total_gold_spent_1, 21660
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 7
total_deaths_1, 24
total_damage_dealt_to_champions_1, 25815
total_damage_dealt_to_objectives_1, 9000
total_damage_taken_1, 51258
average_vision_score_1, 13
total_wards_placed_1, 22
average_creep_score_1, 56
average_champion_experience_1, 5597
dmg_carry_1, 202
obj_carry_1, 202
team_comp_1_champ_1, Yorick
team_comp_1_champ_2, MonkeyKing
team_comp_1_champ_3, Vex
team_comp_1_champ_4, Jhin
team_comp_1_champ_5, Sona
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
