total_gold_earned_0, 77335
total_gold_spent_0, 77435
total_baron_kills_0, 0
total_dragon_kills_0, 3
total_inhibitor_kils_0, 0
total_kills_0, 37
total_deaths_0, 45
total_damage_dealt_to_champions_0, 173559
total_damage_dealt_to_objectives_0, 59510
total_damage_taken_0, 218494
average_vision_score_0, 38
total_wards_placed_0, 81
average_creep_score_0, 165
average_champion_experience_0, 19083
dmg_carry_0, 82
obj_carry_0, 82
team_comp_0_champ_1, Mordekaiser
team_comp_0_champ_2, Volibear
team_comp_0_champ_3, Nasus
team_comp_0_champ_4, Kaisa
team_comp_0_champ_5, Xerath
total_gold_earned_1, 87837
total_gold_spent_1, 80325
total_baron_kills_1, 2
total_dragon_kills_1, 4
total_inhibitor_kils_1, 2
total_kills_1, 45
total_deaths_1, 38
total_damage_dealt_to_champions_1, 183701
total_damage_dealt_to_objectives_1, 116596
total_damage_taken_1, 220788
average_vision_score_1, 45
total_wards_placed_1, 99
average_creep_score_1, 158
average_champion_experience_1, 22157
dmg_carry_1, 50
obj_carry_1, 50
team_comp_1_champ_1, Gwen
team_comp_1_champ_2, Kayn
team_comp_1_champ_3, Swain
team_comp_1_champ_4, Tristana
team_comp_1_champ_5, Senna
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
