total_gold_earned_0, 55034
total_gold_spent_0, 50785
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 2
total_kills_0, 29
total_deaths_0, 31
total_damage_dealt_to_champions_0, 80644
total_damage_dealt_to_objectives_0, 67963
total_damage_taken_0, 112894
average_vision_score_0, 19
total_wards_placed_0, 48
average_creep_score_0, 112
average_champion_experience_0, 12551
dmg_carry_0, 39
obj_carry_0, 39
team_comp_0_champ_1, Yorick
team_comp_0_champ_2, Zed
team_comp_0_champ_3, Irelia
team_comp_0_champ_4, Xayah
team_comp_0_champ_5, Nautilus
total_gold_earned_1, 51335
total_gold_spent_1, 45075
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 31
total_deaths_1, 29
total_damage_dealt_to_champions_1, 82884
total_damage_dealt_to_objectives_1, 24387
total_damage_taken_1, 99161
average_vision_score_1, 20
total_wards_placed_1, 46
average_creep_score_1, 103
average_champion_experience_1, 12381
dmg_carry_1, 200
obj_carry_1, 200
team_comp_1_champ_1, Mordekaiser
team_comp_1_champ_2, Belveth
team_comp_1_champ_3, Vex
team_comp_1_champ_4, Samira
team_comp_1_champ_5, Zilean
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
