total_gold_earned_0, 64384
total_gold_spent_0, 56220
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 1
total_kills_0, 45
total_deaths_0, 41
total_damage_dealt_to_champions_0, 113615
total_damage_dealt_to_objectives_0, 67175
total_damage_taken_0, 138206
average_vision_score_0, 18
total_wards_placed_0, 38
average_creep_score_0, 115
average_champion_experience_0, 15299
dmg_carry_0, 21
obj_carry_0, 21
team_comp_0_champ_1, TahmKench
team_comp_0_champ_2, Kindred
team_comp_0_champ_3, Leblanc
team_comp_0_champ_4, MissFortune
team_comp_0_champ_5, Amumu
total_gold_earned_1, 59225
total_gold_spent_1, 58170
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 41
total_deaths_1, 45
total_damage_dealt_to_champions_1, 112177
total_damage_dealt_to_objectives_1, 64292
total_damage_taken_1, 147118
average_vision_score_1, 22
total_wards_placed_1, 52
average_creep_score_1, 106
average_champion_experience_1, 13189
dmg_carry_1, 121
obj_carry_1, 121
team_comp_1_champ_1, Volibear
team_comp_1_champ_2, Khazix
team_comp_1_champ_3, Kassadin
team_comp_1_champ_4, Jhin
team_comp_1_champ_5, Twitch
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 0
