total_gold_earned_0, 37215
total_gold_spent_0, 35645
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 13
total_deaths_0, 28
total_damage_dealt_to_champions_0, 41658
total_damage_dealt_to_objectives_0, 27321
total_damage_taken_0, 82768
average_vision_score_0, 17
total_wards_placed_0, 40
average_creep_score_0, 88
average_champion_experience_0, 9293
dmg_carry_0, 102
obj_carry_0, 102
team_comp_0_champ_1, Teemo
team_comp_0_champ_2, Shyvana
team_comp_0_champ_3, Lucian
team_comp_0_champ_4, Ezreal
team_comp_0_champ_5, Janna
total_gold_earned_1, 50240
total_gold_spent_1, 43855
total_baron_kills_1, 1
total_dragon_kills_1, 4
total_inhibitor_kils_1, 1
total_kills_1, 28
total_deaths_1, 13
total_damage_dealt_to_champions_1, 65470
total_damage_dealt_to_objectives_1, 61209
total_damage_taken_1, 72642
average_vision_score_1, 18
total_wards_placed_1, 34
average_creep_score_1, 93
average_champion_experience_1, 11227
dmg_carry_1, 42
obj_carry_1, 42
team_comp_1_champ_1, Renekton
team_comp_1_champ_2, Shaco
team_comp_1_champ_3, Corki
team_comp_1_champ_4, Vex
team_comp_1_champ_5, Nami
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
