total_gold_earned_0, 62859
total_gold_spent_0, 52050
total_baron_kills_0, 1
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 36
total_deaths_0, 22
total_damage_dealt_to_champions_0, 80057
total_damage_dealt_to_objectives_0, 60232
total_damage_taken_0, 109566
average_vision_score_0, 28
total_wards_placed_0, 74
average_creep_score_0, 113
average_champion_experience_0, 14381
dmg_carry_0, 103
obj_carry_0, 103
team_comp_0_champ_1, Riven
team_comp_0_champ_2, Amumu
team_comp_0_champ_3, Ahri
team_comp_0_champ_4, MissFortune
team_comp_0_champ_5, Pyke
total_gold_earned_1, 53273
total_gold_spent_1, 49825
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 22
total_deaths_1, 36
total_damage_dealt_to_champions_1, 79383
total_damage_dealt_to_objectives_1, 16081
total_damage_taken_1, 99560
average_vision_score_1, 27
total_wards_placed_1, 64
average_creep_score_1, 126
average_champion_experience_1, 12511
dmg_carry_1, 81
obj_carry_1, 81
team_comp_1_champ_1, Malphite
team_comp_1_champ_2, Shaco
team_comp_1_champ_3, Talon
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Karma
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
