total_gold_earned_0, 71271
total_gold_spent_0, 65143
total_baron_kills_0, 0
total_dragon_kills_0, 4
total_inhibitor_kils_0, 0
total_kills_0, 28
total_deaths_0, 46
total_damage_dealt_to_champions_0, 122859
total_damage_dealt_to_objectives_0, 62357
total_damage_taken_0, 163312
average_vision_score_0, 25
total_wards_placed_0, 67
average_creep_score_0, 176
average_champion_experience_0, 18296
dmg_carry_0, 10
obj_carry_0, 10
team_comp_0_champ_1, Kayle
team_comp_0_champ_2, Udyr
team_comp_0_champ_3, Irelia
team_comp_0_champ_4, Jinx
team_comp_0_champ_5, Brand
total_gold_earned_1, 79144
total_gold_spent_1, 74083
total_baron_kills_1, 2
total_dragon_kills_1, 2
total_inhibitor_kils_1, 3
total_kills_1, 46
total_deaths_1, 28
total_damage_dealt_to_champions_1, 130939
total_damage_dealt_to_objectives_1, 80053
total_damage_taken_1, 163268
average_vision_score_1, 42
total_wards_placed_1, 63
average_creep_score_1, 159
average_champion_experience_1, 20081
dmg_carry_1, 235
obj_carry_1, 235
team_comp_1_champ_1, Gnar
team_comp_1_champ_2, Lillia
team_comp_1_champ_3, Neeko
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Senna
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
