total_gold_earned_0, 36996
total_gold_spent_0, 35791
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 10
total_deaths_0, 29
total_damage_dealt_to_champions_0, 49747
total_damage_dealt_to_objectives_0, 18162
total_damage_taken_0, 93466
average_vision_score_0, 20
total_wards_placed_0, 28
average_creep_score_0, 91
average_champion_experience_0, 8780
dmg_carry_0, 122
obj_carry_0, 122
team_comp_0_champ_1, Darius
team_comp_0_champ_2, FiddleSticks
team_comp_0_champ_3, Akali
team_comp_0_champ_4, Ezreal
team_comp_0_champ_5, Soraka
total_gold_earned_1, 51094
total_gold_spent_1, 47660
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 1
total_kills_1, 29
total_deaths_1, 10
total_damage_dealt_to_champions_1, 71664
total_damage_dealt_to_objectives_1, 67659
total_damage_taken_1, 79459
average_vision_score_1, 23
total_wards_placed_1, 50
average_creep_score_1, 102
average_champion_experience_1, 11375
dmg_carry_1, 360
obj_carry_1, 360
team_comp_1_champ_1, Garen
team_comp_1_champ_2, Mordekaiser
team_comp_1_champ_3, Lissandra
team_comp_1_champ_4, Samira
team_comp_1_champ_5, Nautilus
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
