total_gold_earned_0, 49157
total_gold_spent_0, 45710
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 21
total_deaths_0, 43
total_damage_dealt_to_champions_0, 75677
total_damage_dealt_to_objectives_0, 33390
total_damage_taken_0, 113682
average_vision_score_0, 19
total_wards_placed_0, 56
average_creep_score_0, 113
average_champion_experience_0, 11782
dmg_carry_0, 115
obj_carry_0, 115
team_comp_0_champ_1, Darius
team_comp_0_champ_2, Ekko
team_comp_0_champ_3, Zed
team_comp_0_champ_4, Ziggs
team_comp_0_champ_5, Morgana
total_gold_earned_1, 61524
total_gold_spent_1, 55178
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 2
total_kills_1, 43
total_deaths_1, 21
total_damage_dealt_to_champions_1, 93868
total_damage_dealt_to_objectives_1, 72680
total_damage_taken_1, 106407
average_vision_score_1, 23
total_wards_placed_1, 39
average_creep_score_1, 114
average_champion_experience_1, 15229
dmg_carry_1, 246
obj_carry_1, 246
team_comp_1_champ_1, Tryndamere
team_comp_1_champ_2, Poppy
team_comp_1_champ_3, Qiyana
team_comp_1_champ_4, Twitch
team_comp_1_champ_5, Karma
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
