total_gold_earned_0, 46553
total_gold_spent_0, 40225
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 25
total_deaths_0, 11
total_damage_dealt_to_champions_0, 57752
total_damage_dealt_to_objectives_0, 63580
total_damage_taken_0, 65457
average_vision_score_0, 24
total_wards_placed_0, 56
average_creep_score_0, 105
average_champion_experience_0, 10598
dmg_carry_0, 157
obj_carry_0, 157
team_comp_0_champ_1, Mordekaiser
team_comp_0_champ_2, Qiyana
team_comp_0_champ_3, Yasuo
team_comp_0_champ_4, Caitlyn
team_comp_0_champ_5, Poppy
total_gold_earned_1, 35840
total_gold_spent_1, 34800
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 11
total_deaths_1, 25
total_damage_dealt_to_champions_1, 39592
total_damage_dealt_to_objectives_1, 24872
total_damage_taken_1, 85975
average_vision_score_1, 15
total_wards_placed_1, 38
average_creep_score_1, 96
average_champion_experience_1, 9048
dmg_carry_1, 777
obj_carry_1, 777
team_comp_1_champ_1, Fiora
team_comp_1_champ_2, Tryndamere
team_comp_1_champ_3, Yone
team_comp_1_champ_4, Vayne
team_comp_1_champ_5, Taric
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
