total_gold_earned_0, 39664
total_gold_spent_0, 37258
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 2
total_kills_0, 20
total_deaths_0, 6
total_damage_dealt_to_champions_0, 40966
total_damage_dealt_to_objectives_0, 51417
total_damage_taken_0, 45397
average_vision_score_0, 14
total_wards_placed_0, 35
average_creep_score_0, 97
average_champion_experience_0, 9021
dmg_carry_0, 122
obj_carry_0, 122
team_comp_0_champ_1, Darius
team_comp_0_champ_2, Vi
team_comp_0_champ_3, Ahri
team_comp_0_champ_4, Kaisa
team_comp_0_champ_5, Leona
total_gold_earned_1, 30337
total_gold_spent_1, 27125
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 6
total_deaths_1, 20
total_damage_dealt_to_champions_1, 25298
total_damage_dealt_to_objectives_1, 14353
total_damage_taken_1, 52783
average_vision_score_1, 8
total_wards_placed_1, 21
average_creep_score_1, 76
average_champion_experience_1, 7597
dmg_carry_1, 105
obj_carry_1, 105
team_comp_1_champ_1, Tristana
team_comp_1_champ_2, Viego
team_comp_1_champ_3, Fizz
team_comp_1_champ_4, Riven
team_comp_1_champ_5, Bard
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
