total_gold_earned_0, 59145
total_gold_spent_0, 57183
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 39
total_deaths_0, 48
total_damage_dealt_to_champions_0, 103585
total_damage_dealt_to_objectives_0, 38704
total_damage_taken_0, 163691
average_vision_score_0, 24
total_wards_placed_0, 60
average_creep_score_0, 99
average_champion_experience_0, 14762
dmg_carry_0, 360
obj_carry_0, 360
team_comp_0_champ_1, Urgot
team_comp_0_champ_2, Udyr
team_comp_0_champ_3, Sylas
team_comp_0_champ_4, Samira
team_comp_0_champ_5, Thresh
total_gold_earned_1, 68849
total_gold_spent_1, 59825
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 2
total_kills_1, 48
total_deaths_1, 40
total_damage_dealt_to_champions_1, 133470
total_damage_dealt_to_objectives_1, 100738
total_damage_taken_1, 137414
average_vision_score_1, 23
total_wards_placed_1, 52
average_creep_score_1, 99
average_champion_experience_1, 16354
dmg_carry_1, 133
obj_carry_1, 133
team_comp_1_champ_1, Quinn
team_comp_1_champ_2, JarvanIV
team_comp_1_champ_3, Ahri
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Sona
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
