total_gold_earned_0, 63350
total_gold_spent_0, 59960
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 34
total_deaths_0, 38
total_damage_dealt_to_champions_0, 99961
total_damage_dealt_to_objectives_0, 73036
total_damage_taken_0, 127369
average_vision_score_0, 27
total_wards_placed_0, 60
average_creep_score_0, 126
average_champion_experience_0, 14774
dmg_carry_0, 62
obj_carry_0, 62
team_comp_0_champ_1, Malphite
team_comp_0_champ_2, LeeSin
team_comp_0_champ_3, MonkeyKing
team_comp_0_champ_4, Jhin
team_comp_0_champ_5, Syndra
total_gold_earned_1, 65098
total_gold_spent_1, 59750
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 1
total_kills_1, 38
total_deaths_1, 34
total_damage_dealt_to_champions_1, 91630
total_damage_dealt_to_objectives_1, 46344
total_damage_taken_1, 133873
average_vision_score_1, 33
total_wards_placed_1, 69
average_creep_score_1, 131
average_champion_experience_1, 15471
dmg_carry_1, 21
obj_carry_1, 21
team_comp_1_champ_1, Volibear
team_comp_1_champ_2, Nunu
team_comp_1_champ_3, Zoe
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Thresh
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 1
