total_gold_earned_0, 65665
total_gold_spent_0, 62993
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 37
total_deaths_0, 56
total_damage_dealt_to_champions_0, 163165
total_damage_dealt_to_objectives_0, 11392
total_damage_taken_0, 211309
average_vision_score_0, 29
total_wards_placed_0, 58
average_creep_score_0, 117
average_champion_experience_0, 14974
dmg_carry_0, 74
obj_carry_0, 74
team_comp_0_champ_1, Darius
team_comp_0_champ_2, Udyr
team_comp_0_champ_3, Heimerdinger
team_comp_0_champ_4, Twitch
team_comp_0_champ_5, Yuumi
total_gold_earned_1, 76629
total_gold_spent_1, 66695
total_baron_kills_1, 1
total_dragon_kills_1, 5
total_inhibitor_kils_1, 1
total_kills_1, 56
total_deaths_1, 37
total_damage_dealt_to_champions_1, 186218
total_damage_dealt_to_objectives_1, 98710
total_damage_taken_1, 196492
average_vision_score_1, 41
total_wards_placed_1, 60
average_creep_score_1, 110
average_champion_experience_1, 18208
dmg_carry_1, 51
obj_carry_1, 51
team_comp_1_champ_1, Akali
team_comp_1_champ_2, Kayn
team_comp_1_champ_3, Veigar
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Vex
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
