total_gold_earned_0, 85696
total_gold_spent_0, 75025
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 2
total_kills_0, 67
total_deaths_0, 47
total_damage_dealt_to_champions_0, 176265
total_damage_dealt_to_objectives_0, 87936
total_damage_taken_0, 235272
average_vision_score_0, 33
total_wards_placed_0, 70
average_creep_score_0, 134
average_champion_experience_0, 19391
dmg_carry_0, 121
obj_carry_0, 121
team_comp_0_champ_1, Kayle
team_comp_0_champ_2, Khazix
team_comp_0_champ_3, Yone
team_comp_0_champ_4, MissFortune
team_comp_0_champ_5, Taric
total_gold_earned_1, 79047
total_gold_spent_1, 76838
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 1
total_kills_1, 47
total_deaths_1, 67
total_damage_dealt_to_champions_1, 204436
total_damage_dealt_to_objectives_1, 75618
total_damage_taken_1, 203197
average_vision_score_1, 39
total_wards_placed_1, 88
average_creep_score_1, 126
average_champion_experience_1, 17139
dmg_carry_1, 42
obj_carry_1, 42
team_comp_1_champ_1, Gnar
team_comp_1_champ_2, Teemo
team_comp_1_champ_3, Corki
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Ashe
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 0
