total_gold_earned_0, 64064
total_gold_spent_0, 56600
total_baron_kills_0, 2
total_dragon_kills_0, 2
total_inhibitor_kils_0, 5
total_kills_0, 32
total_deaths_0, 23
total_damage_dealt_to_champions_0, 98322
total_damage_dealt_to_objectives_0, 89562
total_damage_taken_0, 133217
average_vision_score_0, 28
total_wards_placed_0, 73
average_creep_score_0, 107
average_champion_experience_0, 15295
dmg_carry_0, 21
obj_carry_0, 21
team_comp_0_champ_1, Sion
team_comp_0_champ_2, Warwick
team_comp_0_champ_3, Azir
team_comp_0_champ_4, MissFortune
team_comp_0_champ_5, Yuumi
total_gold_earned_1, 53806
total_gold_spent_1, 51125
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 23
total_deaths_1, 32
total_damage_dealt_to_champions_1, 101489
total_damage_dealt_to_objectives_1, 41662
total_damage_taken_1, 125745
average_vision_score_1, 26
total_wards_placed_1, 49
average_creep_score_1, 124
average_champion_experience_1, 13401
dmg_carry_1, 875
obj_carry_1, 875
team_comp_1_champ_1, Sett
team_comp_1_champ_2, XinZhao
team_comp_1_champ_3, Malzahar
team_comp_1_champ_4, Ashe
team_comp_1_champ_5, Morgana
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
