total_gold_earned_0, 33688
total_gold_spent_0, 30108
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 15
total_deaths_0, 31
total_damage_dealt_to_champions_0, 32677
total_damage_dealt_to_objectives_0, 11151
total_damage_taken_0, 78718
average_vision_score_0, 13
total_wards_placed_0, 32
average_creep_score_0, 73
average_champion_experience_0, 8297
dmg_carry_0, 75
obj_carry_0, 75
team_comp_0_champ_1, Nasus
team_comp_0_champ_2, Warwick
team_comp_0_champ_3, Darius
team_comp_0_champ_4, Jinx
team_comp_0_champ_5, Nautilus
total_gold_earned_1, 45761
total_gold_spent_1, 40720
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 1
total_kills_1, 31
total_deaths_1, 15
total_damage_dealt_to_champions_1, 62908
total_damage_dealt_to_objectives_1, 64755
total_damage_taken_1, 64865
average_vision_score_1, 15
total_wards_placed_1, 40
average_creep_score_1, 78
average_champion_experience_1, 9992
dmg_carry_1, 145
obj_carry_1, 145
team_comp_1_champ_1, Sett
team_comp_1_champ_2, Vi
team_comp_1_champ_3, Quinn
team_comp_1_champ_4, Kaisa
team_comp_1_champ_5, Pantheon
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
