total_gold_earned_0, 86370
total_gold_spent_0, 80645
total_baron_kills_0, 2
total_dragon_kills_0, 3
total_inhibitor_kils_0, 3
total_kills_0, 48
total_deaths_0, 27
total_damage_dealt_to_champions_0, 204214
total_damage_dealt_to_objectives_0, 77343
total_damage_taken_0, 231122
average_vision_score_0, 58
total_wards_placed_0, 112
average_creep_score_0, 170
average_champion_experience_0, 22267
dmg_carry_0, 222
obj_carry_0, 222
team_comp_0_champ_1, Ornn
team_comp_0_champ_2, Mordekaiser
team_comp_0_champ_3, Vex
team_comp_0_champ_4, Jinx
team_comp_0_champ_5, Renata
total_gold_earned_1, 78867
total_gold_spent_1, 75900
total_baron_kills_1, 0
total_dragon_kills_1, 4
total_inhibitor_kils_1, 0
total_kills_1, 27
total_deaths_1, 48
total_damage_dealt_to_champions_1, 193216
total_damage_dealt_to_objectives_1, 63198
total_damage_taken_1, 246315
average_vision_score_1, 45
total_wards_placed_1, 94
average_creep_score_1, 190
average_champion_experience_1, 19538
dmg_carry_1, 420
obj_carry_1, 420
team_comp_1_champ_1, Illaoi
team_comp_1_champ_2, Zac
team_comp_1_champ_3, Veigar
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Zyra
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
