total_gold_earned_0, 53088
total_gold_spent_0, 51175
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 24
total_deaths_0, 34
total_damage_dealt_to_champions_0, 98760
total_damage_dealt_to_objectives_0, 39234
total_damage_taken_0, 129430
average_vision_score_0, 35
total_wards_placed_0, 68
average_creep_score_0, 117
average_champion_experience_0, 12760
dmg_carry_0, 50
obj_carry_0, 50
team_comp_0_champ_1, Riven
team_comp_0_champ_2, MasterYi
team_comp_0_champ_3, Swain
team_comp_0_champ_4, MissFortune
team_comp_0_champ_5, Caitlyn
total_gold_earned_1, 64730
total_gold_spent_1, 55233
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 2
total_kills_1, 34
total_deaths_1, 24
total_damage_dealt_to_champions_1, 110504
total_damage_dealt_to_objectives_1, 79186
total_damage_taken_1, 126175
average_vision_score_1, 26
total_wards_placed_1, 65
average_creep_score_1, 126
average_champion_experience_1, 15703
dmg_carry_1, 81
obj_carry_1, 81
team_comp_1_champ_1, Sejuani
team_comp_1_champ_2, Jax
team_comp_1_champ_3, Malzahar
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Morgana
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
