total_gold_earned_0, 46023
total_gold_spent_0, 41400
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 19
total_deaths_0, 31
total_damage_dealt_to_champions_0, 66989
total_damage_dealt_to_objectives_0, 41947
total_damage_taken_0, 109804
average_vision_score_0, 25
total_wards_placed_0, 53
average_creep_score_0, 120
average_champion_experience_0, 12467
dmg_carry_0, 121
obj_carry_0, 121
team_comp_0_champ_1, Yorick
team_comp_0_champ_2, Khazix
team_comp_0_champ_3, Annie
team_comp_0_champ_4, Ziggs
team_comp_0_champ_5, Soraka
total_gold_earned_1, 59557
total_gold_spent_1, 55330
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 2
total_kills_1, 31
total_deaths_1, 19
total_damage_dealt_to_champions_1, 85747
total_damage_dealt_to_objectives_1, 81194
total_damage_taken_1, 96877
average_vision_score_1, 30
total_wards_placed_1, 65
average_creep_score_1, 133
average_champion_experience_1, 14736
dmg_carry_1, 887
obj_carry_1, 887
team_comp_1_champ_1, Gwen
team_comp_1_champ_2, Kayn
team_comp_1_champ_3, Lux
team_comp_1_champ_4, Ashe
team_comp_1_champ_5, Brand
gameLengthMin, 28
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
