total_gold_earned_0, 84333
total_gold_spent_0, 73785
total_baron_kills_0, 0
total_dragon_kills_0, 4
total_inhibitor_kils_0, 5
total_kills_0, 47
total_deaths_0, 34
total_damage_dealt_to_champions_0, 163315
total_damage_dealt_to_objectives_0, 98031
total_damage_taken_0, 146585
average_vision_score_0, 49
total_wards_placed_0, 89
average_creep_score_0, 151
average_champion_experience_0, 20283
dmg_carry_0, 81
obj_carry_0, 81
team_comp_0_champ_1, Malphite
team_comp_0_champ_2, Diana
team_comp_0_champ_3, Yasuo
team_comp_0_champ_4, Ezreal
team_comp_0_champ_5, Zyra
total_gold_earned_1, 80705
total_gold_spent_1, 74640
total_baron_kills_1, 3
total_dragon_kills_1, 3
total_inhibitor_kils_1, 0
total_kills_1, 34
total_deaths_1, 48
total_damage_dealt_to_champions_1, 117589
total_damage_dealt_to_objectives_1, 87534
total_damage_taken_1, 210083
average_vision_score_1, 34
total_wards_placed_1, 63
average_creep_score_1, 164
average_champion_experience_1, 20528
dmg_carry_1, 101
obj_carry_1, 101
team_comp_1_champ_1, Shen
team_comp_1_champ_2, Rengar
team_comp_1_champ_3, Irelia
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Xerath
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 0
