total_gold_earned_0, 36511
total_gold_spent_0, 33275
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 7
total_deaths_0, 19
total_damage_dealt_to_champions_0, 41246
total_damage_dealt_to_objectives_0, 19353
total_damage_taken_0, 65979
average_vision_score_0, 13
total_wards_placed_0, 28
average_creep_score_0, 98
average_champion_experience_0, 8769
dmg_carry_0, 81
obj_carry_0, 81
team_comp_0_champ_1, DrMundo
team_comp_0_champ_2, Amumu
team_comp_0_champ_3, Ezreal
team_comp_0_champ_4, Vayne
team_comp_0_champ_5, Nami
total_gold_earned_1, 46908
total_gold_spent_1, 39210
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 3
total_kills_1, 19
total_deaths_1, 7
total_damage_dealt_to_champions_1, 43421
total_damage_dealt_to_objectives_1, 72435
total_damage_taken_1, 63593
average_vision_score_1, 18
total_wards_placed_1, 42
average_creep_score_1, 100
average_champion_experience_1, 11079
dmg_carry_1, 110
obj_carry_1, 110
team_comp_1_champ_1, Yorick
team_comp_1_champ_2, Sejuani
team_comp_1_champ_3, Lux
team_comp_1_champ_4, Varus
team_comp_1_champ_5, Zilean
gameLengthMin, 24
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
