total_gold_earned_0, 41461
total_gold_spent_0, 38770
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 15
total_deaths_0, 29
total_damage_dealt_to_champions_0, 43093
total_damage_dealt_to_objectives_0, 28700
total_damage_taken_0, 88200
average_vision_score_0, 20
total_wards_placed_0, 47
average_creep_score_0, 111
average_champion_experience_0, 9843
dmg_carry_0, 39
obj_carry_0, 39
team_comp_0_champ_1, Irelia
team_comp_0_champ_2, MasterYi
team_comp_0_champ_3, Vladimir
team_comp_0_champ_4, Kaisa
team_comp_0_champ_5, Nami
total_gold_earned_1, 48569
total_gold_spent_1, 41625
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 1
total_kills_1, 29
total_deaths_1, 15
total_damage_dealt_to_champions_1, 61030
total_damage_dealt_to_objectives_1, 57336
total_damage_taken_1, 64348
average_vision_score_1, 20
total_wards_placed_1, 41
average_creep_score_1, 110
average_champion_experience_1, 11708
dmg_carry_1, 238
obj_carry_1, 238
team_comp_1_champ_1, Katarina
team_comp_1_champ_2, Zed
team_comp_1_champ_3, Ahri
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Leona
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
