total_gold_earned_0, 44926
total_gold_spent_0, 40058
total_baron_kills_0, 0
total_dragon_kills_0, 3
total_inhibitor_kils_0, 0
total_kills_0, 22
total_deaths_0, 11
total_damage_dealt_to_champions_0, 52977
total_damage_dealt_to_objectives_0, 67187
total_damage_taken_0, 51758
average_vision_score_0, 16
total_wards_placed_0, 38
average_creep_score_0, 85
average_champion_experience_0, 9759
dmg_carry_0, 83
obj_carry_0, 83
team_comp_0_champ_1, Yorick
team_comp_0_champ_2, Taliyah
team_comp_0_champ_3, Qiyana
team_comp_0_champ_4, Jhin
team_comp_0_champ_5, Senna
total_gold_earned_1, 31979
total_gold_spent_1, 28450
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 11
total_deaths_1, 22
total_damage_dealt_to_champions_1, 34299
total_damage_dealt_to_objectives_1, 3479
total_damage_taken_1, 66212
average_vision_score_1, 11
total_wards_placed_1, 36
average_creep_score_1, 87
average_champion_experience_1, 8439
dmg_carry_1, 78
obj_carry_1, 78
team_comp_1_champ_1, Riven
team_comp_1_champ_2, Poppy
team_comp_1_champ_3, Veigar
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Blitzcrank
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
