total_gold_earned_0, 61082
total_gold_spent_0, 55040
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 0
total_kills_0, 39
total_deaths_0, 27
total_damage_dealt_to_champions_0, 111123
total_damage_dealt_to_objectives_0, 79067
total_damage_taken_0, 121752
average_vision_score_0, 21
total_wards_placed_0, 56
average_creep_score_0, 102
average_champion_experience_0, 15553
dmg_carry_0, 63
obj_carry_0, 63
team_comp_0_champ_1, Fiora
team_comp_0_champ_2, Zed
team_comp_0_champ_3, Ahri
team_comp_0_champ_4, Ashe
team_comp_0_champ_5, Brand
total_gold_earned_1, 55029
total_gold_spent_1, 52435
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 27
total_deaths_1, 39
total_damage_dealt_to_champions_1, 85892
total_damage_dealt_to_objectives_1, 17592
total_damage_taken_1, 133101
average_vision_score_1, 15
total_wards_placed_1, 36
average_creep_score_1, 122
average_champion_experience_1, 13047
dmg_carry_1, 102
obj_carry_1, 102
team_comp_1_champ_1, Sett
team_comp_1_champ_2, Shyvana
team_comp_1_champ_3, Ryze
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Blitzcrank
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
