total_gold_earned_0, 80305
total_gold_spent_0, 76835
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 0
total_kills_0, 45
total_deaths_0, 53
total_damage_dealt_to_champions_0, 195551
total_damage_dealt_to_objectives_0, 55815
total_damage_taken_0, 229674
average_vision_score_0, 28
total_wards_placed_0, 62
average_creep_score_0, 131
average_champion_experience_0, 18726
dmg_carry_0, 41
obj_carry_0, 41
team_comp_0_champ_1, Sion
team_comp_0_champ_2, Warwick
team_comp_0_champ_3, Gangplank
team_comp_0_champ_4, Jhin
team_comp_0_champ_5, Lux
total_gold_earned_1, 81672
total_gold_spent_1, 70480
total_baron_kills_1, 1
total_dragon_kills_1, 4
total_inhibitor_kils_1, 3
total_kills_1, 51
total_deaths_1, 45
total_damage_dealt_to_champions_1, 190627
total_damage_dealt_to_objectives_1, 124637
total_damage_taken_1, 234626
average_vision_score_1, 30
total_wards_placed_1, 67
average_creep_score_1, 134
average_champion_experience_1, 19779
dmg_carry_1, 31
obj_carry_1, 31
team_comp_1_champ_1, Nasus
team_comp_1_champ_2, Chogath
team_comp_1_champ_3, Yasuo
team_comp_1_champ_4, Zyra
team_comp_1_champ_5, Nami
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 1
