total_gold_earned_0, 49969
total_gold_spent_0, 48150
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 20
total_deaths_0, 31
total_damage_dealt_to_champions_0, 89970
total_damage_dealt_to_objectives_0, 32334
total_damage_taken_0, 114896
average_vision_score_0, 32
total_wards_placed_0, 69
average_creep_score_0, 116
average_champion_experience_0, 12206
dmg_carry_0, 61
obj_carry_0, 61
team_comp_0_champ_1, Sion
team_comp_0_champ_2, MasterYi
team_comp_0_champ_3, Orianna
team_comp_0_champ_4, Sivir
team_comp_0_champ_5, Ashe
total_gold_earned_1, 60151
total_gold_spent_1, 51845
total_baron_kills_1, 2
total_dragon_kills_1, 3
total_inhibitor_kils_1, 0
total_kills_1, 31
total_deaths_1, 20
total_damage_dealt_to_champions_1, 95830
total_damage_dealt_to_objectives_1, 102876
total_damage_taken_1, 114610
average_vision_score_1, 26
total_wards_placed_1, 59
average_creep_score_1, 117
average_champion_experience_1, 14378
dmg_carry_1, 90
obj_carry_1, 90
team_comp_1_champ_1, Warwick
team_comp_1_champ_2, Belveth
team_comp_1_champ_3, Malzahar
team_comp_1_champ_4, Aphelios
team_comp_1_champ_5, Janna
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
