total_gold_earned_0, 50735
total_gold_spent_0, 50080
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 26
total_deaths_0, 20
total_damage_dealt_to_champions_0, 87387
total_damage_dealt_to_objectives_0, 40641
total_damage_taken_0, 108722
average_vision_score_0, 30
total_wards_placed_0, 64
average_creep_score_0, 100
average_champion_experience_0, 11120
dmg_carry_0, 15
obj_carry_0, 15
team_comp_0_champ_1, Urgot
team_comp_0_champ_2, Kayn
team_comp_0_champ_3, Fizz
team_comp_0_champ_4, Sivir
team_comp_0_champ_5, Janna
total_gold_earned_1, 52479
total_gold_spent_1, 43775
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 1
total_kills_1, 20
total_deaths_1, 26
total_damage_dealt_to_champions_1, 80266
total_damage_dealt_to_objectives_1, 44774
total_damage_taken_1, 108328
average_vision_score_1, 18
total_wards_placed_1, 46
average_creep_score_1, 118
average_champion_experience_1, 12015
dmg_carry_1, 45
obj_carry_1, 45
team_comp_1_champ_1, Kayle
team_comp_1_champ_2, Viego
team_comp_1_champ_3, Veigar
team_comp_1_champ_4, Twitch
team_comp_1_champ_5, Soraka
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 1
