total_gold_earned_0, 62069
total_gold_spent_0, 55150
total_baron_kills_0, 2
total_dragon_kills_0, 3
total_inhibitor_kils_0, 3
total_kills_0, 34
total_deaths_0, 13
total_damage_dealt_to_champions_0, 69576
total_damage_dealt_to_objectives_0, 105447
total_damage_taken_0, 85107
average_vision_score_0, 26
total_wards_placed_0, 64
average_creep_score_0, 114
average_champion_experience_0, 14092
dmg_carry_0, 18
obj_carry_0, 18
team_comp_0_champ_1, Akshan
team_comp_0_champ_2, LeeSin
team_comp_0_champ_3, Diana
team_comp_0_champ_4, Tristana
team_comp_0_champ_5, Alistar
total_gold_earned_1, 48762
total_gold_spent_1, 45310
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 13
total_deaths_1, 34
total_damage_dealt_to_champions_1, 50479
total_damage_dealt_to_objectives_1, 28520
total_damage_taken_1, 94842
average_vision_score_1, 33
total_wards_placed_1, 74
average_creep_score_1, 118
average_champion_experience_1, 10961
dmg_carry_1, 498
obj_carry_1, 498
team_comp_1_champ_1, Kayle
team_comp_1_champ_2, Khazix
team_comp_1_champ_3, Leblanc
team_comp_1_champ_4, Xayah
team_comp_1_champ_5, Pyke
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
