total_gold_earned_0, 83740
total_gold_spent_0, 79855
total_baron_kills_0, 1
total_dragon_kills_0, 5
total_inhibitor_kils_0, 4
total_kills_0, 61
total_deaths_0, 46
total_damage_dealt_to_champions_0, 179195
total_damage_dealt_to_objectives_0, 118831
total_damage_taken_0, 183315
average_vision_score_0, 41
total_wards_placed_0, 82
average_creep_score_0, 132
average_champion_experience_0, 19911
dmg_carry_0, 101
obj_carry_0, 101
team_comp_0_champ_1, Renekton
team_comp_0_champ_2, Twitch
team_comp_0_champ_3, Neeko
team_comp_0_champ_4, Xayah
team_comp_0_champ_5, Xerath
total_gold_earned_1, 73232
total_gold_spent_1, 67565
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 46
total_deaths_1, 61
total_damage_dealt_to_champions_1, 146672
total_damage_dealt_to_objectives_1, 14050
total_damage_taken_1, 204333
average_vision_score_1, 36
total_wards_placed_1, 77
average_creep_score_1, 152
average_champion_experience_1, 18383
dmg_carry_1, 35
obj_carry_1, 35
team_comp_1_champ_1, TahmKench
team_comp_1_champ_2, Shaco
team_comp_1_champ_3, Velkoz
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Blitzcrank
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
