total_gold_earned_0, 41315
total_gold_spent_0, 39343
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 16
total_deaths_0, 34
total_damage_dealt_to_champions_0, 74838
total_damage_dealt_to_objectives_0, 15217
total_damage_taken_0, 101125
average_vision_score_0, 21
total_wards_placed_0, 50
average_creep_score_0, 105
average_champion_experience_0, 10281
dmg_carry_0, 221
obj_carry_0, 221
team_comp_0_champ_1, Gwen
team_comp_0_champ_2, Kayn
team_comp_0_champ_3, Varus
team_comp_0_champ_4, Zeri
team_comp_0_champ_5, Nami
total_gold_earned_1, 56667
total_gold_spent_1, 50500
total_baron_kills_1, 1
total_dragon_kills_1, 1
total_inhibitor_kils_1, 2
total_kills_1, 34
total_deaths_1, 16
total_damage_dealt_to_champions_1, 82421
total_damage_dealt_to_objectives_1, 72468
total_damage_taken_1, 106303
average_vision_score_1, 21
total_wards_placed_1, 49
average_creep_score_1, 115
average_champion_experience_1, 13438
dmg_carry_1, 523
obj_carry_1, 523
team_comp_1_champ_1, Trundle
team_comp_1_champ_2, Ekko
team_comp_1_champ_3, Kayle
team_comp_1_champ_4, Aphelios
team_comp_1_champ_5, Blitzcrank
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
