total_gold_earned_0, 28125
total_gold_spent_0, 23250
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 7
total_deaths_0, 34
total_damage_dealt_to_champions_0, 33934
total_damage_dealt_to_objectives_0, 6813
total_damage_taken_0, 72231
average_vision_score_0, 9
total_wards_placed_0, 26
average_creep_score_0, 62
average_champion_experience_0, 6614
dmg_carry_0, 121
obj_carry_0, 121
team_comp_0_champ_1, Chogath
team_comp_0_champ_2, Khazix
team_comp_0_champ_3, Brand
team_comp_0_champ_4, Jinx
team_comp_0_champ_5, Senna
total_gold_earned_1, 46475
total_gold_spent_1, 39585
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 2
total_kills_1, 34
total_deaths_1, 7
total_damage_dealt_to_champions_1, 60517
total_damage_dealt_to_objectives_1, 60083
total_damage_taken_1, 57932
average_vision_score_1, 18
total_wards_placed_1, 37
average_creep_score_1, 95
average_champion_experience_1, 9281
dmg_carry_1, 60
obj_carry_1, 60
team_comp_1_champ_1, Camille
team_comp_1_champ_2, Elise
team_comp_1_champ_3, Vladimir
team_comp_1_champ_4, Kaisa
team_comp_1_champ_5, Galio
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
